Lớp,Mã HP,Môn,TC,LT,TH,Tự học,PCGD,SS lớp,Mã LHP,Nhóm,LT/TH,Thứ,Ca,GĐ,GV,Ghi chú,Ghi chú
K69P-EP2,EPN2030,Vật lý thống kê,3,36,18,,4,65,EPN2030 2,CL,LT,3,3,509-B,Hoàng Nam Nhật+Lê Việt Cường,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K69P-EP1,EPN2062,Vật lý chất rắn,3,22,46,,4,65,EPN2062 1,CL,LT,4,3,408-B,Phan Thế Long,,"Học 2 ca/15 tuần, thi đợt 2"
K69P-EP1,EPN2062,Vật lý chất rắn,3,22,46,,4,65,EPN2062 1,CL,LT,3,2,103-A,Phan Thế Long,,"Học 2 ca/15 tuần, thi đợt 2"
K69P-EP2,EPN2062,Vật lý chất rắn,3,22,46,,4,65,EPN2062 2,CL,LT,5,2,204-A,Phan Thế Long,,"Học 2 ca/15 tuần, thi đợt 2"
K69P-EP2,EPN2062,Vật lý chất rắn,3,22,46,,4,65,EPN2062 2,CL,LT,3,1,509-B,Phan Thế Long,,"Học 2 ca/15 tuần, thi đợt 2"
K69P-EP1,EPN2050,Vật lý phân tử,3,45,,,4,65,EPN2050 1,CL,LT,5,2,301-B,Nguyễn Năng Định,,"Học 1 ca/15 tuần, thi đợt 2"
K69P-EP2,EPN2050,Vật lý phân tử,3,45,,,4,65,EPN2050 2,CL,LT,4,3,108-B,Nguyễn Năng Định,,"Học 1 ca/15 tuần, thi đợt 2"
K69P-EP1,EPN2060,Ứng dụng trí tuệ nhân tạo trong Vật lý,3,30,30,,4,65,EPN2060 1,CL,LT,3,3,103-A,Nguyễn Huy Tiệp,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K69P-EP1,EPN2060,Ứng dụng trí tuệ nhân tạo trong Vật lý,3,30,30,,4,65,EPN2060 1,CL,LT,4,4,408-B,Nguyễn Huy Tiệp,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K69P-EP2,EPN2060,Ứng dụng trí tuệ nhân tạo trong Vật lý,3,30,30,,4,65,EPN2060 2,CL,LT,5,3,204-A,Nguyễn Huy Tiệp,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K69P-EP2,EPN2060,Ứng dụng trí tuệ nhân tạo trong Vật lý,3,30,30,,4,65,EPN2060 2,CL,LT,2,2,408-B,Nguyễn Huy Tiệp,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K69P-EP1,EPN2002,Kỹ thuật hóa học và ứng dụng,3,36,18,,4,65,EPN2002 1,CL,LT,3,1,103-A,Nguyễn Phương Hoài Nam,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K69P-EP1,EPN2002,Kỹ thuật hóa học và ứng dụng,3,36,18,,4,65,EPN2002 1,CL,LT,6,3,407-B,Nguyễn Phương Hoài Nam,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K69P-EP2,EPN2002,Kỹ thuật hóa học và ứng dụng,3,36,18,,4,65,EPN2002 2,CL,LT,4,4,108-B,Nguyễn Phương Hoài Nam,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K69P-EP2,EPN2002,Kỹ thuật hóa học và ứng dụng,3,36,18,,4,65,EPN2002 2,CL,LT,3,2,509-B,Nguyễn Phương Hoài Nam,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K69P-EE1,EPN2029,Khoa học vật liệu đại cương,3,30,30,,4,50,EPN2029 3,CL,LT,2,3,506-B,Nguyễn Năng Định+Phan Thế Long,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K69P-EE1,EPN2029,Khoa học vật liệu đại cương,3,30,30,,4,50,EPN2029 3,CL,LT,5,1,110-B,Nguyễn Năng Định+Phan Thế Long,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K69P-EE2,EPN2029,Khoa học vật liệu đại cương,3,30,30,,4,50,EPN2029 4,CL,LT,5,3,105-B,Nguyễn Năng Định+Phan Thế Long,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K69P-EE2,EPN2029,Khoa học vật liệu đại cương,3,30,30,,4,50,EPN2029 4,CL,LT,4,1,305-A,Nguyễn Năng Định+Phan Thế Long,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K69P-EE1,HIS1001,Lịch sử Đảng Cộng sản Việt Nam,2,20,10,,9,50,HIS1001 3,CL,LT,2,2,506-B,Vũ Thị Thu Hà,,"Học 1 ca/10 tuần, thi đợt 1"
K69P-EE2,HIS1001,Lịch sử Đảng Cộng sản Việt Nam,2,20,10,,9,50,HIS1001 4,CL,LT,6,4,202-B,Nguyễn Thị Giang,,"Học 1 ca/10 tuần, thi đợt 1"
K69P-EE1,EMA2038,Nhiệt động lực học kỹ thuật,3,35,,,3,50,EMA2038 1,CL,LT,3,2,109-B,Nguyễn Thế Hiện,,"Học 1 ca/10 tuần, thi đợt 1"
K69P-EE1,EMA2038,Nhiệt động lực học kỹ thuật,3,,20,,3,50,EMA2038 1,CL,TH,6,1,406-B,Đỗ Huy Điệp,,"Học 1 ca/10 tuần, thi đợt 1"
K69P-EE2,EMA2038,Nhiệt động lực học kỹ thuật,3,35,,,3,50,EMA2038 2,CL,LT,3,3,304-B,Nguyễn Thế Hiện,,"Học 1 ca/10 tuần, thi đợt 1"
K69P-EE2,EMA2038,Nhiệt động lực học kỹ thuật,3,,20,,3,50,EMA2038 2,CL,TH,4,2,305-A,Đỗ Huy Điệp,,"Học 1 ca/10 tuần, thi đợt 1"
K69P-EE1,PHY1104,Thực hành Vật lý đại cương,2,2,40,,9,25,PHY1104 1,CL,LT,5,2-3,803-T5 ĐHKHTN,Trần Trọng Đức,Học tiết 5-8 từ tuần 1-10,"Học 1 ca/10 tuần, thi đợt 2"
K69P-EE1,PHY1104,Thực hành Vật lý đại cương,2,2,40,,9,25,PHY1104 2,CL,LT,6,3-4,803-T5 ĐHKHTN,Trần Trọng Đức,Học tiết 9-12,"Học 1 ca/12 tuần, thi đợt 2"
K69P-EE2,PHY1104,Thực hành Vật lý đại cương,2,2,40,,9,25,PHY1104 3,CL,LT,7,1-2,803-T5 ĐHKHTN,Nguyễn Viết Đạt,Học tiết 2-5,"Học 1 ca/12 tuần, thi đợt 2"
K69P-EE2,PHY1104,Thực hành Vật lý đại cương,2,2,40,,9,25,PHY1104 4,CL,LT,7,3-4,807-T5 ĐHKHTN,Phi Thị Hương,Học tiết 8-11,"Học 1 ca/12 tuần, thi đợt 2"
K69P-EE1,EET2026,"Cơ sở, kỹ thuật và hệ thống năng lượng 1",4,45,30,,4,50,EET2026 1,CL,LT,5,4,303-B,Phạm Đức Thắng+Vũ Ngọc Linh,,"Học 2 ca/15 tuần, thi đợt 2"
K69P-EE1,EET2026,"Cơ sở, kỹ thuật và hệ thống năng lượng 1",4,45,30,,4,50,EET2026 1,CL,LT,4,4,506-A,Phạm Đức Thắng+Vũ Ngọc Linh,,"Học 2 ca/15 tuần, thi đợt 2"
K69P-EE2,EET2026,"Cơ sở, kỹ thuật và hệ thống năng lượng 1",4,45,30,,4,50,EET2026 2,CL,LT,6,2,202-B,Phạm Đức Thắng+Vũ Ngọc Linh,,"Học 2 ca/15 tuần, thi đợt 2"
K69P-EE2,EET2026,"Cơ sở, kỹ thuật và hệ thống năng lượng 1",4,45,30,,4,50,EET2026 2,CL,LT,2,3,307-B,Phạm Đức Thắng+Vũ Ngọc Linh,,"Học 2 ca/15 tuần, thi đợt 2"
K69P-EE1,EET2017,Kỹ thuật điện và thiết bị,2,20,10,,4,50,EET2017 1,CL,LT,6,2,406-B,Nguyễn Xuân Trường+Trần Đức Đông,,"Học 1 ca/10 tuần, thi đợt 1"
K69P-EE2,EET2017,Kỹ thuật điện và thiết bị,2,20,10,,4,50,EET2017 2,CL,LT,2,2,307-B,Nguyễn Xuân Trường+Trần Đức Đông,,"Học 1 ca/10 tuần, thi đợt 1"
K69P-EE1,EET2030,Tin học công nghiệp và điều khiển,3,30,30,,4,50,EET2030 1,CL,LT,2,4,506-B,Bùi Đình Tú+Vũ Xuân Mạnh,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K69P-EE1,EET2030,Tin học công nghiệp và điều khiển,3,30,30,,4,50,EET2030 1,CL,LT,4,2,506-A,Bùi Đình Tú+Vũ Xuân Mạnh,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K69P-EE2,EET2030,Tin học công nghiệp và điều khiển,3,30,30,,4,50,EET2030 2,CL,LT,3,4,503-B,Bùi Đình Tú+Vũ Xuân Mạnh,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K69P-EE2,EET2030,Tin học công nghiệp và điều khiển,3,30,30,,4,50,EET2030 2,CL,LT,4,3,305-A,Bùi Đình Tú+Vũ Xuân Mạnh,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K69A-AI1+K69A-AI-TC1,INT2211,Cơ sở dữ liệu,4,45,,,1,60,INT2211 16,CL,LT,3,2,207-B,Dư Phương Hạnh,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI1+K69A-AI-TC1,INT2211,Cơ sở dữ liệu,4,,30,,1,60,INT2211 16,CL,TH,2,1,503-A,Bùi Đức Hải+Phạm Thị Quỳnh Trang,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI2+K69A-AI-TC2,INT2211,Cơ sở dữ liệu,4,45,,,1,60,INT2211 17,CL,LT,3,2,303-B,Vương Thị Hồng,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI2+K69A-AI-TC2,INT2211,Cơ sở dữ liệu,4,,30,,1,60,INT2211 17,CL,TH,2,2,407-A,Nguyễn Hoàng Trung+Phạm Thị Quỳnh Trang,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI3+K69A-AI-TC3,INT2211,Cơ sở dữ liệu,4,45,,,1,60,INT2211 18,CL,LT,4,3,209-B,Vương Thị Hải Yến,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI3+K69A-AI-TC3,INT2211,Cơ sở dữ liệu,4,,30,,1,60,INT2211 18,CL,TH,3,4,207-A,Nguyễn Quốc An+Vũ Hoàng Long,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI4+K69A-AI-TC4,INT2211,Cơ sở dữ liệu,4,45,,,1,60,INT2211 19,CL,LT,3,2,104-B,Vương Thị Hải Yến,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI4+K69A-AI-TC4,INT2211,Cơ sở dữ liệu,4,,30,,1,60,INT2211 19,CL,TH,2,1,404-A,Nguyễn Quốc An+Vũ Hoàng Long,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI1+K69A-AI-TC1,PEC1008,Kinh tế chính trị Mác – Lênin,2,20,10,,9,60,PEC1008 6,CL,LT,6,3,108-B,Đào Thị Ngọc Minh,,"Học 1 ca/10 tuần, thi đợt 1"
K69A-AI2+K69A-AI-TC2,PEC1008,Kinh tế chính trị Mác – Lênin,2,20,10,,9,60,PEC1008 7,CL,LT,3,3,303-B,Nguyễn Thị Hạnh,,"Học 1 ca/10 tuần, thi đợt 1"
K69A-AI3+K69A-AI-TC3,PEC1008,Kinh tế chính trị Mác – Lênin,2,20,10,,9,60,PEC1008 8,CL,LT,4,2,209-B,Nguyễn Thị Hồng Sâm,,"Học 1 ca/10 tuần, thi đợt 1"
K69A-AI4+K69A-AI-TC4,PEC1008,Kinh tế chính trị Mác – Lênin,2,20,10,,9,60,PEC1008 9,CL,LT,3,4,104-B,Phạm Minh Hoàng,,"Học 1 ca/10 tuần, thi đợt 1"
K69A-AI1+K69A-AI-TC1,INT2208,Công nghệ phần mềm,3,45,,,1,60,INT2208 16,CL,LT,3,3,203-B,Nguyễn Thị Thủy,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI2+K69A-AI-TC2,INT2208,Công nghệ phần mềm,3,45,,,1,60,INT2208 17,CL,LT,3,4,303-B,Nguyễn Thị Thủy,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI3+K69A-AI-TC3,INT2208,Công nghệ phần mềm,3,45,,,1,60,INT2208 18,CL,LT,2,4,407-B,Nguyễn Vũ Bình Dương,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI4+K69A-AI-TC4,INT2208,Công nghệ phần mềm,3,45,,,1,60,INT2208 19,CL,LT,3,3,104-B,Tô Văn Khánh,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI-TC1+K69A-AI-TC2+K69A-AI-TC3+K69A-AI-TC4,AIT3005*,Seminar khoa học,3,45,,,7,30,AIT3005* 8,CL,LT,6,2,108-B,Nguyễn Việt Hà+Nguyễn Thị Thùy Linh,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI-TC1+K69A-AI-TC2+K69A-AI-TC3+K69A-AI-TC4,AIT3001#,Học sâu,3,45,,,7,30,AIT3001# 1,CL,LT,6,1,108-B,Nguyễn Việt Hà+Nguyễn Thị Thùy Linh,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI-TC1+K69A-AI-TC2+K69A-AI-TC3+K69A-AI-TC4,AIT3003#,Khai phá và phân tích dữ liệu,3,45,,,7,30,AIT3003# 1,CL,LT,4,1,209-B,Nguyễn Phương Thái,"Lớp tiến trình nhanh, học tuần 1-8","Học 2 ca/tuần, thi đợt 1"
K69A-AI-TC1+K69A-AI-TC2+K69A-AI-TC3+K69A-AI-TC4,AIT3003#,Khai phá và phân tích dữ liệu,3,45,,,7,30,AIT3003# 1,CL,LT,5,2,306-A,Nguyễn Phương Thái,"Lớp tiến trình nhanh, học tuần 1-8","Học 2 ca/tuần, thi đợt 1"
K69A-AI-TC1+K69A-AI-TC2+K69A-AI-TC3+K69A-AI-TC4,INT3229,Kỹ thuật và công nghệ dữ liệu lớn,3,30,,,1,30,INT3229 1,CL,LT,5,3,306-A,Trần Hồng Việt,"Lớp tiến trình nhanh, học tuần 6-15","Học 2 ca/tuần, thi đợt 2"
K69A-AI-TC1+K69A-AI-TC2+K69A-AI-TC3+K69A-AI-TC4,INT3229,Kỹ thuật và công nghệ dữ liệu lớn,3,,30,,1,30,INT3229 1,CL,TH,5,1,306-A,Ngô Minh Hương,"Lớp tiến trình nhanh, học tuần 6-15","Học 2 ca/tuần, thi đợt 2"
K69A-AI1,AIT2004#,Cơ sở trí tuệ nhân tạo,3,45,,,7,53,AIT2004# 1,CL,LT,4,4,403-B,Nguyễn Bích Vân,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI2,AIT2004#,Cơ sở trí tuệ nhân tạo,3,45,,,7,53,AIT2004# 2,CL,LT,4,2,104-B,Bùi Ngọc Thăng,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI3,AIT2004#,Cơ sở trí tuệ nhân tạo,3,45,,,7,53,AIT2004# 3,CL,LT,6,2,401-B,Nguyễn Phương Thái,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI4,AIT2004#,Cơ sở trí tuệ nhân tạo,3,45,,,7,53,AIT2004# 4,CL,LT,6,1,503-B,Bùi Ngọc Thăng,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI1,INT3405#,Học máy,3,45,,,1,53,INT3405# 1,CL,LT,5,2,109-B,Nguyễn Tuấn Phong,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI2,INT3405#,Học máy,3,45,,,1,53,INT3405# 2,CL,LT,5,3,104-B,Nguyễn Tuấn Phong,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI3,INT3405#,Học máy,3,45,,,1,53,INT3405# 3,CL,LT,5,1,109-B,Trần Hồng Việt,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI4,INT3405#,Học máy,3,45,,,1,53,INT3405# 4,CL,LT,4,4,201-B,Nguyễn Hải Toàn,,"Học 1 ca/15 tuần, thi đợt 2"
K69A-AI1,AIT3004,Thực hành phát triển hệ thống Trí tuệ nhân tạo,3,30,,,7,53,AIT3004 1,CL,LT,5,3,109-B,Đào Việt Anh,,"Học 1 ca/10 tuần, thi đợt 1"
K69A-AI1,AIT3004,Thực hành phát triển hệ thống Trí tuệ nhân tạo,3,,30,,7,53,AIT3004 1,CL,TH,2,2,503-A,Lương Sơn Bá+Trịnh Ngọc Huỳnh,,"Học 1 ca/10 tuần, thi đợt 1"
K69A-AI2,AIT3004,Thực hành phát triển hệ thống Trí tuệ nhân tạo,3,30,,,7,53,AIT3004 2,CL,LT,4,3,104-B,Đào Việt Anh,,"Học 1 ca/10 tuần, thi đợt 1"
K69A-AI2,AIT3004,Thực hành phát triển hệ thống Trí tuệ nhân tạo,3,,30,,7,53,AIT3004 2,CL,TH,2,3,407-A,Lương Sơn Bá+Trịnh Ngọc Huỳnh,,"Học 1 ca/10 tuần, thi đợt 1"
K69A-AI3,AIT3004,Thực hành phát triển hệ thống Trí tuệ nhân tạo,3,30,,,7,53,AIT3004 3,CL,LT,6,1,401-B,Nguyễn Hải Toàn,,"Học 1 ca/10 tuần, thi đợt 1"
K69A-AI3,AIT3004,Thực hành phát triển hệ thống Trí tuệ nhân tạo,3,,30,,7,53,AIT3004 3,CL,TH,3,3,207-A,Nguyễn Tiến Đạt+Hoàng Phi Hùng,,"Học 1 ca/10 tuần, thi đợt 1"
K69A-AI4,AIT3004,Thực hành phát triển hệ thống Trí tuệ nhân tạo,3,30,,,7,53,AIT3004 4,CL,LT,5,2,303-B,Trần Hồng Việt,,"Học 1 ca/10 tuần, thi đợt 1"
K69A-AI4,AIT3004,Thực hành phát triển hệ thống Trí tuệ nhân tạo,3,,30,,7,53,AIT3004 4,CL,TH,2,2,404-A,Nguyễn Tiến Đạt+Hoàng Phi Hùng,,"Học 1 ca/10 tuần, thi đợt 1"
K68I-IT1+K68I-IT4,INT2214,Nguyên lý hệ điều hành,4,60,,,1,60,INT2214 1,CL,LT,2,4,103-B,Trần Mai Vũ,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68I-IT1+K68I-IT4,INT2214,Nguyên lý hệ điều hành,4,60,,,1,60,INT2214 1,CL,LT,3,1,108-B,Trần Mai Vũ,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68I-IT2,INT2214,Nguyên lý hệ điều hành,4,60,,,1,60,INT2214 2,CL,LT,5,1,408-B,Nguyễn Trí Thành,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68I-IT2,INT2214,Nguyên lý hệ điều hành,4,60,,,1,60,INT2214 2,CL,LT,4,3,504-B,Nguyễn Trí Thành,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68I-IT3,INT2214,Nguyên lý hệ điều hành,4,60,,,1,60,INT2214 3,CL,LT,6,3,308-B,Nguyễn Thị Hậu,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68I-IT3,INT2214,Nguyên lý hệ điều hành,4,60,,,1,60,INT2214 3,CL,LT,4,1,305-B,Nguyễn Thị Hậu,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68I-IT1,INT3106,Phương pháp hình thức,3,45,,,1,60,INT3106 1,CL,LT,6,2,305-A,Tô Văn Khánh,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT1,INT3115,Thiết kế giao diện người dùng,3,45,,,1,60,INT3115 1,CL,LT,4,2,406-A,Ngô Thị Duyên,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT1,INT3202,Hệ quản trị cơ sở dữ liệu,3,45,,,1,60,INT3202 2,CL,LT,4,1,406-A,Lê Hồng Hải,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT1,INT3225,Trí tuệ kinh doanh,4,60,,,1,60,INT3225 3,CL,LT,3,2,304-B,Nguyễn Trí Thành,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68I-IT1,INT3225,Trí tuệ kinh doanh,4,60,,,1,60,INT3225 3,CL,LT,5,4,109-B,Nguyễn Trí Thành,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68I-IT2,INT3229,Kỹ thuật và công nghệ dữ liệu lớn,4,60,,,1,60,INT3229 2,CL,LT,6,2,306-B,Lê Hồng Hải,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68I-IT2,INT3229,Kỹ thuật và công nghệ dữ liệu lớn,4,60,,,1,60,INT3229 2,CL,LT,4,2,504-B,Lê Hồng Hải,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68I-IT2,INT3228,Thiết kế và phân tích thực nghiệm,4,60,,,1,60,INT3228 1,CL,LT,5,2,408-B,Nguyễn Hải Châu,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68I-IT2,INT3228,Thiết kế và phân tích thực nghiệm,4,60,,,1,60,INT3228 1,CL,LT,2,2,401-B,Nguyễn Hải Châu,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68I-IT2,INT2020,Phân tích thiết kế các HTTT,3,45,,,1,60,INT2020 1,CL,LT,3,1,103-B,Dư Phương Hạnh,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT2,INT3505,Kiến trúc hướng dịch vụ,3,45,,,1,60,INT3505 1,CL,LT,6,1,306-B,Lê Khánh Trình,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT3,INT3307,An toàn và an ninh mạng,3,45,,,1,60,INT3307 1,CL,LT,6,2,308-B,Nguyễn Đại Thọ,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT3,INT3323,Phát triển ứng dụng Internet of Things,3,30,,,1,60,INT3323 1,CL,LT,3,3,210-T,Nguyễn Ngọc Tân,,"Học 1 ca/10 tuần, thi đợt 1"
K68I-IT3,INT3323,Phát triển ứng dụng Internet of Things,3,,30,,1,60,INT3323 1,CL,TH,5,1,108-B,Vũ Đức Trung,,"Học 1 ca/10 tuần, thi đợt 1"
K68I-IT3,INT3423,Tin sinh học ứng dụng,3,45,,,1,60,INT3423 1,CL,LT,3,4,207-T,Lê Sỹ Vinh+Đặng Cao Cường,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT3,INT3404,Xử lý ảnh,3,45,,,1,60,INT3404 1,CL,LT,6,4,308-B,Lê Thanh Hà,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT2,PHI1006,Triết học Mác - Lênin,3,45,,,9,60,PHI1006 17,CL,LT,4,4,504-B,Phạm Minh Hoàng,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT3,PHI1006,Triết học Mác - Lênin,3,45,,,9,60,PHI1006 18,CL,LT,4,2,305-B,Lê Anh Dũng,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT1,PHI1006,Triết học Mác - Lênin,3,45,,,9,60,PHI1006 19,CL,LT,6,1,305-A,Nguyễn Thị Huệ,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT20,JAP2085,Tiếng Nhật 3B,3,24,60,,1,20,JAP2085 1,CL,LT,2,2,101-A,Yuri Hara,,
K68I-IT20,JAP2085,Tiếng Nhật 3B,3,24,60,,1,20,JAP2085 1,CL,LT,5,2,101-A,Yuri Hara,,
K68I-IT20,JAP2085,Tiếng Nhật 3B,3,24,60,,1,20,JAP2085 2,CL,LT,2,2,102-A,Hoàng Thị Phương,,
K68I-IT20,JAP2085,Tiếng Nhật 3B,3,24,60,,1,20,JAP2085 2,CL,LT,5,2,202-A,Hoàng Thị Phương,,
K68I-IT20,JAP2085,Tiếng Nhật 3B,3,24,60,,1,21,JAP2085 3,CL,LT,2,3,102-A,Yohei Miyachi,,
K68I-IT20,JAP2085,Tiếng Nhật 3B,3,24,60,,1,21,JAP2085 3,CL,LT,5,3,101-A,Nguyễn Văn Hiển,,
K68I-IT20,INT3140,Tiếng Nhật trong Công nghệ thông tin 1 (*),3,15,30,,1,30,INT3140 1,CL,LT+TH,3,2,102-A,Nguyễn Hồng Diễm,,
K68I-IT20,INT3140,Tiếng Nhật trong Công nghệ thông tin 1 (*),3,15,30,,1,31,INT3140 2,CL,LT+TH,3,3,102-A,Nguyễn Hồng Diễm,,
K68I-IT20,INT3138,Chuyên đề Công nghệ Nhật Bản (*),3,30,15,,1,61,INT3138 1,CL,LT+TH,4,3,305-B,Dương Lê Minh,,
K68I-IT20,INT3139,Thực hành phát triển phần mềm (*),3,6,78,,1,61,INT3139 1,CL,LT+TH,6,3,103-A,Phạm Ngọc Hùng,,
K68I-IT20,INT3139,Thực hành phát triển phần mềm (*),3,6,78,,1,61,INT3139 1,CL,LT+TH,4,2,207-A,Phạm Ngọc Hùng,,
K68I-IT20,INT3406,Xử lý ngôn ngữ tự nhiên,3,45,,,1,61,INT3406 2,CL,LT,4,1,207-B,Nguyễn Văn Vinh,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-IT20,INT3120,Phát triển ứng dụng di động,3,30,15,,1,61,INT3120 2,CL,LT,6,2,207-A,Trần Mạnh Cường,,"Học 1 ca/15 tuần, thi đợt 2"
K68I-CS1,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,74,POL1001 1,CL,LT,3,3,209-T,Đàm Thế Vinh+Lê Văn Nam,,"Học 1 ca/10 tuần, thi đợt 1"
K68I-CS2,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,74,POL1001 2,CL,LT,6,4,209-T,Đàm Thế Vinh+Lê Văn Nam,,"Học 1 ca/10 tuần, thi đợt 1"
K68I-CS3,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,74,POL1001 3,CL,LT,2,3,205-T,Lê Trung Kiên,,"Học 1 ca/10 tuần, thi đợt 1"
K68I-CS4,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,74,POL1001 4,CL,LT,3,1,209-T,Ngô Văn Hùng,,"Học 1 ca/10 tuần, thi đợt 1"
K68I-CS1,INT2214,Nguyên lý hệ điều hành,4,60,,,1,74,INT2214 4,CL,LT,3,4,209-T,Nguyễn Thị Hậu,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68I-CS1,INT2214,Nguyên lý hệ điều hành,4,60,,,1,74,INT2214 4,CL,LT,4,4,205-T,Nguyễn Thị Hậu,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68I-CS2,INT2214,Nguyên lý hệ điều hành,4,60,,,1,74,INT2214 5,CL,LT,6,3,209-T,Lê Hoàng Quỳnh+Nguyễn Quốc An,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68I-CS2,INT2214,Nguyên lý hệ điều hành,4,60,,,1,74,INT2214 5,CL,LT,5,4,102-T,Lê Hoàng Quỳnh+Nguyễn Quốc An,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
